id,name,country,water_type,area_sqm,elevation,length_m,lat,lon,os_map,google_sat,compactness,aspect_ratio,area_hectares
117,(unnamed),Scotland,,26966,675.3,263,58.16255,-4.90814,https://tarns.netlify.app/?id=117,"https://www.google.com/maps/@?api=1&map_action=map&center=58.16255,-4.90814&zoom=15&basemap=satellite",0.709,1.7,2.7
118,Loch Coire Mhic Mhathain,Scotland,,24834,675.0,252,57.82945,-4.83709,https://tarns.netlify.app/?id=118,"https://www.google.com/maps/@?api=1&map_action=map&center=57.82945,-4.83709&zoom=15&basemap=satellite",0.563,1.39,2.48
119,(unnamed),Scotland,,49881,674.1,472,57.12692,-4.56824,https://tarns.netlify.app/?id=119,"https://www.google.com/maps/@?api=1&map_action=map&center=57.12692,-4.56824&zoom=15&basemap=satellite",0.538,2.39,4.99
120,Loch a Bealaich Mhor,Scotland,,16956,673.4,243,57.49331,-5.39566,https://tarns.netlify.app/?id=120,"https://www.google.com/maps/@?api=1&map_action=map&center=57.49331,-5.39566&zoom=15&basemap=satellite",0.483,1.44,1.7
121,Great Rundale Tarn,England,,30013,672.1,313,54.64857,-2.41982,https://tarns.netlify.app/?id=121,"https://www.google.com/maps/@?api=1&map_action=map&center=54.64857,-2.41982&zoom=15&basemap=satellite",0.692,2.25,3.0
122,(unnamed),Scotland,,10553,670.9,174,57.12228,-4.55412,https://tarns.netlify.app/?id=122,"https://www.google.com/maps/@?api=1&map_action=map&center=57.12228,-4.55412&zoom=15&basemap=satellite",0.683,1.81,1.06
123,Lochan a' Chnapaich,Scotland,lake,53249,669.4,445,57.80894,-4.93376,https://tarns.netlify.app/?id=123,"https://www.google.com/maps/@?api=1&map_action=map&center=57.80894,-4.93376&zoom=15&basemap=satellite",0.502,1.75,5.32
124,Loch Buidhe,Scotland,lake,20162,669.0,282,56.92937,-3.22833,https://tarns.netlify.app/?id=124,"https://www.google.com/maps/@?api=1&map_action=map&center=56.92937,-3.22833&zoom=15&basemap=satellite",0.656,2.59,2.02
125,Loch Kander,Scotland,lake,30233,668.7,222,56.9123,-3.33162,https://tarns.netlify.app/?id=125,"https://www.google.com/maps/@?api=1&map_action=map&center=56.9123,-3.33162&zoom=15&basemap=satellite",0.736,1.15,3.02
126,Lochan Lathail,Scotland,,5417,667.2,130,57.79494,-4.93963,https://tarns.netlify.app/?id=126,"https://www.google.com/maps/@?api=1&map_action=map&center=57.79494,-4.93963&zoom=15&basemap=satellite",0.719,2.23,0.54
127,Loch a' Choin Duibh,Scotland,,23558,666.1,279,57.17981,-3.95952,https://tarns.netlify.app/?id=127,"https://www.google.com/maps/@?api=1&map_action=map&center=57.17981,-3.95952&zoom=15&basemap=satellite",0.65,2.06,2.36
128,(unnamed),Scotland,,5214,665.0,122,57.34144,-5.14366,https://tarns.netlify.app/?id=128,"https://www.google.com/maps/@?api=1&map_action=map&center=57.34144,-5.14366&zoom=15&basemap=satellite",0.658,1.71,0.52
129,(unnamed),Scotland,,50420,663.5,472,57.12291,-4.56709,https://tarns.netlify.app/?id=129,"https://www.google.com/maps/@?api=1&map_action=map&center=57.12291,-4.56709&zoom=15&basemap=satellite",0.461,1.84,5.04
130,Loch Meall na Leitreach,Scotland,,20563,663.2,272,56.79203,-4.23213,https://tarns.netlify.app/?id=130,"https://www.google.com/maps/@?api=1&map_action=map&center=56.79203,-4.23213&zoom=15&basemap=satellite",0.701,2.51,2.06
131,(unnamed),Scotland,,6960,663.1,144,57.12052,-4.92211,https://tarns.netlify.app/?id=131,"https://www.google.com/maps/@?api=1&map_action=map&center=57.12052,-4.92211&zoom=15&basemap=satellite",0.665,1.98,0.7
132,(unnamed),Scotland,,20518,663.1,437,57.13732,-4.5489,https://tarns.netlify.app/?id=132,"https://www.google.com/maps/@?api=1&map_action=map&center=57.13732,-4.5489&zoom=15&basemap=satellite",0.373,3.26,2.05
133,(unnamed),Scotland,,8425,661.7,131,56.43609,-5.09153,https://tarns.netlify.app/?id=133,"https://www.google.com/maps/@?api=1&map_action=map&center=56.43609,-5.09153&zoom=15&basemap=satellite",0.812,1.24,0.84
134,(unnamed),Scotland,,5197,661.0,135,57.11961,-4.92678,https://tarns.netlify.app/?id=134,"https://www.google.com/maps/@?api=1&map_action=map&center=57.11961,-4.92678&zoom=15&basemap=satellite",0.591,2.08,0.52
135,(unnamed),Scotland,,10728,661.0,262,57.13946,-4.5551,https://tarns.netlify.app/?id=135,"https://www.google.com/maps/@?api=1&map_action=map&center=57.13946,-4.5551&zoom=15&basemap=satellite",0.579,3.6,1.07
136,Llyn Clyd,Wales,,5326,660.1,150,53.11713,-4.04093,https://tarns.netlify.app/?id=136,"https://www.google.com/maps/@?api=1&map_action=map&center=53.11713,-4.04093&zoom=15&basemap=satellite",0.644,2.73,0.53
137,Loch Toll an Lochain,Scotland,,78091,658.5,488,57.69891,-5.11617,https://tarns.netlify.app/?id=137,"https://www.google.com/maps/@?api=1&map_action=map&center=57.69891,-5.11617&zoom=15&basemap=satellite",0.687,2.0,7.81
138,Lochan Uaine,Scotland,,98464,658.5,468,57.51679,-5.39227,https://tarns.netlify.app/?id=138,"https://www.google.com/maps/@?api=1&map_action=map&center=57.51679,-5.39227&zoom=15&basemap=satellite",0.646,1.36,9.85
139,Loch Roy,Scotland,,28411,658.0,229,56.96755,-4.60495,https://tarns.netlify.app/?id=139,"https://www.google.com/maps/@?api=1&map_action=map&center=56.96755,-4.60495&zoom=15&basemap=satellite",0.662,1.2,2.84
140,Lochan na Stairne,Scotland,,108756,657.9,662,57.11702,-4.57375,https://tarns.netlify.app/?id=140,"https://www.google.com/maps/@?api=1&map_action=map&center=57.11702,-4.57375&zoom=15&basemap=satellite",0.503,1.62,10.88
141,Lochan a' Choire,Scotland,,34519,657.8,382,57.05655,-4.36024,https://tarns.netlify.app/?id=141,"https://www.google.com/maps/@?api=1&map_action=map&center=57.05655,-4.36024&zoom=15&basemap=satellite",0.712,2.99,3.45
142,Coire Lochan,Scotland,,145609,656.5,619,57.29919,-5.11544,https://tarns.netlify.app/?id=142,"https://www.google.com/maps/@?api=1&map_action=map&center=57.29919,-5.11544&zoom=15&basemap=satellite",0.708,1.5,14.56
143,(unnamed),Scotland,,18301,655.8,191,57.14266,-5.2872,https://tarns.netlify.app/?id=143,"https://www.google.com/maps/@?api=1&map_action=map&center=57.14266,-5.2872&zoom=15&basemap=satellite",0.815,1.57,1.83
144,Ffynnon Lloer,Wales,,25020,655.6,270,53.13926,-4.00095,https://tarns.netlify.app/?id=144,"https://www.google.com/maps/@?api=1&map_action=map&center=53.13926,-4.00095&zoom=15&basemap=satellite",0.52,1.39,2.5
145,Loch Carn a' Chaochain,Scotland,,21053,654.5,185,57.22023,-4.9154,https://tarns.netlify.app/?id=145,"https://www.google.com/maps/@?api=1&map_action=map&center=57.22023,-4.9154&zoom=15&basemap=satellite",0.755,1.09,2.11
146,(unnamed),Scotland,,7956,654.3,131,57.12423,-4.8804,https://tarns.netlify.app/?id=146,"https://www.google.com/maps/@?api=1&map_action=map&center=57.12423,-4.8804&zoom=15&basemap=satellite",0.691,1.38,0.8
147,Loch Beag,Scotland,,30278,652.0,238,57.37184,-5.08426,https://tarns.netlify.app/?id=147,"https://www.google.com/maps/@?api=1&map_action=map&center=57.37184,-5.08426&zoom=15&basemap=satellite",0.718,1.29,3.03
148,(unnamed),Scotland,,7590,649.0,135,57.40518,-5.70376,https://tarns.netlify.app/?id=148,"https://www.google.com/maps/@?api=1&map_action=map&center=57.40518,-5.70376&zoom=15&basemap=satellite",0.868,2.09,0.76
149,(unnamed),Scotland,,11872,647.9,167,56.91647,-3.18854,https://tarns.netlify.app/?id=149,"https://www.google.com/maps/@?api=1&map_action=map&center=56.91647,-3.18854&zoom=15&basemap=satellite",0.77,1.56,1.19
150,Loch a' Chadha Dheirg,Scotland,lake,7594,647.8,166,57.82895,-4.89166,https://tarns.netlify.app/?id=150,"https://www.google.com/maps/@?api=1&map_action=map&center=57.82895,-4.89166&zoom=15&basemap=satellite",0.628,2.11,0.76
151,(unnamed),Scotland,lake,13419,647.1,184,56.37551,-4.40608,https://tarns.netlify.app/?id=151,"https://www.google.com/maps/@?api=1&map_action=map&center=56.37551,-4.40608&zoom=15&basemap=satellite",0.515,1.24,1.34
152,(unnamed),Scotland,,7242,646.7,154,57.11996,-4.91215,https://tarns.netlify.app/?id=152,"https://www.google.com/maps/@?api=1&map_action=map&center=57.11996,-4.91215&zoom=15&basemap=satellite",0.696,2.26,0.72
153,(unnamed),Scotland,,42646,645.6,363,57.12044,-5.17886,https://tarns.netlify.app/?id=153,"https://www.google.com/maps/@?api=1&map_action=map&center=57.12044,-5.17886&zoom=15&basemap=satellite",0.556,1.66,4.26
154,Fountains Fell Tarn,England,pond,18544,645.2,274,54.13699,-2.20259,https://tarns.netlify.app/?id=154,"https://www.google.com/maps/@?api=1&map_action=map&center=54.13699,-2.20259&zoom=15&basemap=satellite",0.611,2.47,1.85
155,Loch Dubh,Scotland,,80143,644.3,385,57.08209,-4.25945,https://tarns.netlify.app/?id=155,"https://www.google.com/maps/@?api=1&map_action=map&center=57.08209,-4.25945&zoom=15&basemap=satellite",0.737,1.18,8.01
156,Sand Tarn,England,,6993,643.8,177,54.38509,-2.37864,https://tarns.netlify.app/?id=156,"https://www.google.com/maps/@?api=1&map_action=map&center=54.38509,-2.37864&zoom=15&basemap=satellite",0.592,2.64,0.7
157,(unnamed),Scotland,,9205,642.7,1406,56.93509,-4.60775,https://tarns.netlify.app/?id=157,"https://www.google.com/maps/@?api=1&map_action=map&center=56.93509,-4.60775&zoom=15&basemap=satellite",0.028,6.08,0.92
158,Lochan na Mna,Scotland,,6927,642.2,151,56.35981,-4.19079,https://tarns.netlify.app/?id=158,"https://www.google.com/maps/@?api=1&map_action=map&center=56.35981,-4.19079&zoom=15&basemap=satellite",0.614,1.81,0.69
159,Loch Mòr,Scotland,,69508,641.1,510,57.37001,-5.07626,https://tarns.netlify.app/?id=159,"https://www.google.com/maps/@?api=1&map_action=map&center=57.37001,-5.07626&zoom=15&basemap=satellite",0.607,2.22,6.95
160,Loch Mhairc,Scotland,pond,66328,640.8,579,56.89675,-3.83057,https://tarns.netlify.app/?id=160,"https://www.google.com/maps/@?api=1&map_action=map&center=56.89675,-3.83057&zoom=15&basemap=satellite",0.554,2.8,6.63
161,(unnamed),Scotland,,55735,639.5,328,57.51809,-5.39916,https://tarns.netlify.app/?id=161,"https://www.google.com/maps/@?api=1&map_action=map&center=57.51809,-5.39916&zoom=15&basemap=satellite",0.727,1.4,5.57
162,(unnamed),Scotland,lake,10748,639.4,149,56.37695,-4.41009,https://tarns.netlify.app/?id=162,"https://www.google.com/maps/@?api=1&map_action=map&center=56.37695,-4.41009&zoom=15&basemap=satellite",0.735,1.41,1.07
163,Llyn Glas,Wales,,5323,639.3,94,53.08056,-4.06393,https://tarns.netlify.app/?id=163,"https://www.google.com/maps/@?api=1&map_action=map&center=53.08056,-4.06393&zoom=15&basemap=satellite",0.693,1.0,0.53
164,(unnamed),Scotland,,7940,638.5,156,57.40506,-5.707,https://tarns.netlify.app/?id=164,"https://www.google.com/maps/@?api=1&map_action=map&center=57.40506,-5.707&zoom=15&basemap=satellite",0.71,2.02,0.79
165,Dubh Loch,Scotland,lake,205155,637.6,999,56.92947,-3.25288,https://tarns.netlify.app/?id=165,"https://www.google.com/maps/@?api=1&map_action=map&center=56.92947,-3.25288&zoom=15&basemap=satellite",0.638,3.09,20.52
166,Loch Oss,Scotland,,74379,636.7,409,56.38864,-4.75498,https://tarns.netlify.app/?id=166,"https://www.google.com/maps/@?api=1&map_action=map&center=56.38864,-4.75498&zoom=15&basemap=satellite",0.683,1.01,7.44
167,Lochan a' Bhealaich,Scotland,,61010,636.4,356,56.77999,-4.53748,https://tarns.netlify.app/?id=167,"https://www.google.com/maps/@?api=1&map_action=map&center=56.77999,-4.53748&zoom=15&basemap=satellite",0.721,1.39,6.1
168,Loch nam Breac Dearga,Scotland,,17329,636.0,185,57.46398,-5.09304,https://tarns.netlify.app/?id=168,"https://www.google.com/maps/@?api=1&map_action=map&center=57.46398,-5.09304&zoom=15&basemap=satellite",0.706,1.2,1.73
169,(unnamed),Scotland,,5853,635.7,192,57.51882,-5.40337,https://tarns.netlify.app/?id=169,"https://www.google.com/maps/@?api=1&map_action=map&center=57.51882,-5.40337&zoom=15&basemap=satellite",0.596,3.62,0.59
170,(unnamed),Scotland,,5757,635.7,147,57.5183,-5.40207,https://tarns.netlify.app/?id=170,"https://www.google.com/maps/@?api=1&map_action=map&center=57.5183,-5.40207&zoom=15&basemap=satellite",0.614,2.19,0.58
171,Loch a' Bhealaich Leamhain,Scotland,,312609,635.3,1105,56.88412,-4.46521,https://tarns.netlify.app/?id=171,"https://www.google.com/maps/@?api=1&map_action=map&center=56.88412,-4.46521&zoom=15&basemap=satellite",0.713,2.78,31.26
172,(unnamed),Scotland,pond,7118,633.7,246,57.10691,-4.52669,https://tarns.netlify.app/?id=172,"https://www.google.com/maps/@?api=1&map_action=map&center=57.10691,-4.52669&zoom=15&basemap=satellite",0.304,2.5,0.71
173,Widdale Great Tarn,England,,17889,633.3,209,54.2845,-2.32015,https://tarns.netlify.app/?id=173,"https://www.google.com/maps/@?api=1&map_action=map&center=54.2845,-2.32015&zoom=15&basemap=satellite",0.64,1.14,1.79
174,Loch Brandy,Scotland,lake,271548,631.4,868,56.86533,-3.08543,https://tarns.netlify.app/?id=174,"https://www.google.com/maps/@?api=1&map_action=map&center=56.86533,-3.08543&zoom=15&basemap=satellite",0.712,1.7,27.15
175,(unnamed),Scotland,lake,10411,631.2,175,57.83161,-4.82444,https://tarns.netlify.app/?id=175,"https://www.google.com/maps/@?api=1&map_action=map&center=57.83161,-4.82444&zoom=15&basemap=satellite",0.623,1.8,1.04
176,(unnamed),Scotland,,8232,630.3,167,57.33577,-5.34229,https://tarns.netlify.app/?id=176,"https://www.google.com/maps/@?api=1&map_action=map&center=57.33577,-5.34229&zoom=15&basemap=satellite",0.605,1.95,0.82
177,West Baugh Fell Tarn,England,,10497,630.1,139,54.33858,-2.41637,https://tarns.netlify.app/?id=177,"https://www.google.com/maps/@?api=1&map_action=map&center=54.33858,-2.41637&zoom=15&basemap=satellite",0.803,1.47,1.05
178,Loch Coire na Caillich,Scotland,,7370,628.2,175,57.10067,-5.64566,https://tarns.netlify.app/?id=178,"https://www.google.com/maps/@?api=1&map_action=map&center=57.10067,-5.64566&zoom=15&basemap=satellite",0.723,2.95,0.74
179,Lochan a' Bhràghad,Scotland,,59139,627.2,334,57.73219,-5.31898,https://tarns.netlify.app/?id=179,"https://www.google.com/maps/@?api=1&map_action=map&center=57.73219,-5.31898&zoom=15&basemap=satellite",0.789,1.26,5.91
180,Loch Wharral,Scotland,lake,148804,626.4,671,56.85644,-3.05328,https://tarns.netlify.app/?id=180,"https://www.google.com/maps/@?api=1&map_action=map&center=56.85644,-3.05328&zoom=15&basemap=satellite",0.645,1.94,14.88
181,Whernside Tarns,England,,10968,625.7,160,54.24634,-2.39918,https://tarns.netlify.app/?id=181,"https://www.google.com/maps/@?api=1&map_action=map&center=54.24634,-2.39918&zoom=15&basemap=satellite",0.704,1.62,1.1
182,Llynnau'r Cŵn,Wales,,10704,624.3,366,53.01886,-3.99658,https://tarns.netlify.app/?id=182,"https://www.google.com/maps/@?api=1&map_action=map&center=53.01886,-3.99658&zoom=15&basemap=satellite",0.124,1.08,1.07
183,Whernside Tarns,England,,8539,624.3,133,54.24594,-2.40087,https://tarns.netlify.app/?id=183,"https://www.google.com/maps/@?api=1&map_action=map&center=54.24594,-2.40087&zoom=15&basemap=satellite",0.788,1.47,0.85
184,Lochan na Creige Ruaidhe,Scotland,lake,19523,623.5,304,56.43521,-4.14388,https://tarns.netlify.app/?id=184,"https://www.google.com/maps/@?api=1&map_action=map&center=56.43521,-4.14388&zoom=15&basemap=satellite",0.61,2.81,1.95
185,(unnamed),Scotland,,7038,622.4,133,56.59559,-5.13654,https://tarns.netlify.app/?id=185,"https://www.google.com/maps/@?api=1&map_action=map&center=56.59559,-5.13654&zoom=15&basemap=satellite",0.768,1.81,0.7
186,Loch na Gobhlaig,Scotland,,28936,622.1,349,57.32911,-4.88577,https://tarns.netlify.app/?id=186,"https://www.google.com/maps/@?api=1&map_action=map&center=57.32911,-4.88577&zoom=15&basemap=satellite",0.324,1.36,2.89
187,(unnamed),Scotland,,6793,622.0,138,57.54372,-5.38467,https://tarns.netlify.app/?id=187,"https://www.google.com/maps/@?api=1&map_action=map&center=57.54372,-5.38467&zoom=15&basemap=satellite",0.758,2.12,0.68
188,(unnamed),Scotland,,5248,618.8,129,57.11602,-5.49021,https://tarns.netlify.app/?id=188,"https://www.google.com/maps/@?api=1&map_action=map&center=57.11602,-5.49021&zoom=15&basemap=satellite",0.554,1.57,0.52
189,Loch Sgurr na h-Eighe,Scotland,,15886,617.0,254,57.29441,-5.23668,https://tarns.netlify.app/?id=189,"https://www.google.com/maps/@?api=1&map_action=map&center=57.29441,-5.23668&zoom=15&basemap=satellite",0.498,1.41,1.59
190,Lochan a' Choire,Scotland,,80614,616.0,505,56.95825,-4.57168,https://tarns.netlify.app/?id=190,"https://www.google.com/maps/@?api=1&map_action=map&center=56.95825,-4.57168&zoom=15&basemap=satellite",0.706,2.14,8.06
191,Llyn Coch,Wales,,8288,615.5,128,53.01009,-3.98576,https://tarns.netlify.app/?id=191,"https://www.google.com/maps/@?api=1&map_action=map&center=53.01009,-3.98576&zoom=15&basemap=satellite",0.771,1.29,0.83
192,Loch a Choire Mhin,Scotland,,8918,614.9,152,57.15636,-5.56096,https://tarns.netlify.app/?id=192,"https://www.google.com/maps/@?api=1&map_action=map&center=57.15636,-5.56096&zoom=15&basemap=satellite",0.729,1.09,0.89
193,Loch an Daimh Ghlais,Scotland,lake,34437,614.2,429,57.52822,-4.81491,https://tarns.netlify.app/?id=193,"https://www.google.com/maps/@?api=1&map_action=map&center=57.52822,-4.81491&zoom=15&basemap=satellite",0.626,3.33,3.44
194,(unnamed),Scotland,,35617,614.1,300,57.73543,-5.32584,https://tarns.netlify.app/?id=194,"https://www.google.com/maps/@?api=1&map_action=map&center=57.73543,-5.32584&zoom=15&basemap=satellite",0.647,1.19,3.56
195,(unnamed),Scotland,pond,7256,612.4,161,56.75619,-4.82971,https://tarns.netlify.app/?id=195,"https://www.google.com/maps/@?api=1&map_action=map&center=56.75619,-4.82971&zoom=15&basemap=satellite",0.663,2.35,0.73
196,(unnamed),Scotland,lake,8721,611.8,141,57.50775,-5.49259,https://tarns.netlify.app/?id=196,"https://www.google.com/maps/@?api=1&map_action=map&center=57.50775,-5.49259&zoom=15&basemap=satellite",0.611,1.09,0.87
197,Llyn Lluncaws,Wales,,20257,610.3,192,52.87447,-3.38113,https://tarns.netlify.app/?id=197,"https://www.google.com/maps/@?api=1&map_action=map&center=52.87447,-3.38113&zoom=15&basemap=satellite",0.839,1.36,2.03
198,Llyn Conglog,Wales,,74929,608.8,512,53.00691,-3.9782,https://tarns.netlify.app/?id=198,"https://www.google.com/maps/@?api=1&map_action=map&center=53.00691,-3.9782&zoom=15&basemap=satellite",0.631,2.14,7.49
199,(unnamed),Scotland,,6005,608.4,107,56.63061,-4.38624,https://tarns.netlify.app/?id=199,"https://www.google.com/maps/@?api=1&map_action=map&center=56.63061,-4.38624&zoom=15&basemap=satellite",0.734,1.34,0.6
200,Loch Gruamach,Scotland,lake,41472,607.9,400,57.52255,-4.81188,https://tarns.netlify.app/?id=200,"https://www.google.com/maps/@?api=1&map_action=map&center=57.52255,-4.81188&zoom=15&basemap=satellite",0.605,1.97,4.15
201,Loch Coire na Gaoithe 'n Ear,Scotland,,7115,606.2,122,57.03988,-5.51086,https://tarns.netlify.app/?id=201,"https://www.google.com/maps/@?api=1&map_action=map&center=57.03988,-5.51086&zoom=15&basemap=satellite",0.771,1.56,0.71
202,(unnamed),Scotland,lake,6663,605.3,140,57.52102,-4.7835,https://tarns.netlify.app/?id=202,"https://www.google.com/maps/@?api=1&map_action=map&center=57.52102,-4.7835&zoom=15&basemap=satellite",0.754,2.11,0.67
203,Loch Srùban Beaga,Scotland,lake,16655,604.0,242,57.82689,-4.82376,https://tarns.netlify.app/?id=203,"https://www.google.com/maps/@?api=1&map_action=map&center=57.82689,-4.82376&zoom=15&basemap=satellite",0.606,1.8,1.67
204,Lochan Uaine,Scotland,,18362,603.7,246,56.4404,-4.93544,https://tarns.netlify.app/?id=204,"https://www.google.com/maps/@?api=1&map_action=map&center=56.4404,-4.93544&zoom=15&basemap=satellite",0.632,2.02,1.84
205,Lochan nan Cuaran,Scotland,,109017,603.7,547,58.17066,-4.90682,https://tarns.netlify.app/?id=205,"https://www.google.com/maps/@?api=1&map_action=map&center=58.17066,-4.90682&zoom=15&basemap=satellite",0.701,1.91,10.9
206,Llyn y Fan Fawr,Wales,lake,160041,603.5,708,51.88147,-3.69976,https://tarns.netlify.app/?id=206,"https://www.google.com/maps/@?api=1&map_action=map&center=51.88147,-3.69976&zoom=15&basemap=satellite",0.65,2.0,16.0
207,(unnamed),Scotland,,8465,601.8,171,56.45553,-4.69072,https://tarns.netlify.app/?id=207,"https://www.google.com/maps/@?api=1&map_action=map&center=56.45553,-4.69072&zoom=15&basemap=satellite",0.604,1.89,0.85
208,(unnamed),Scotland,lake,11002,601.6,222,56.80503,-3.68324,https://tarns.netlify.app/?id=208,"https://www.google.com/maps/@?api=1&map_action=map&center=56.80503,-3.68324&zoom=15&basemap=satellite",0.523,1.95,1.1
