id,name,country,water_type,area_sqm,elevation,length_m,lat,lon,os_map,google_sat,compactness,aspect_ratio,area_hectares
519,Loch a' Bealach Ruadh Stac,Scotland,,26628,491.5,257,57.47526,-5.45478,https://tarns.netlify.app/?id=519,"https://www.google.com/maps/@?api=1&map_action=map&center=57.47526,-5.45478&zoom=15&basemap=satellite",0.582,1.11,2.66
520,(unnamed),Scotland,,5022,491.5,142,57.47645,-5.45264,https://tarns.netlify.app/?id=520,"https://www.google.com/maps/@?api=1&map_action=map&center=57.47645,-5.45264&zoom=15&basemap=satellite",0.51,2.03,0.5
521,Loch nan Eun,Scotland,,30719,491.2,274,57.51115,-5.61659,https://tarns.netlify.app/?id=521,"https://www.google.com/maps/@?api=1&map_action=map&center=57.51115,-5.61659&zoom=15&basemap=satellite",0.708,1.35,3.07
522,(unnamed),Scotland,lake,16728,491.0,227,58.20996,-4.28007,https://tarns.netlify.app/?id=522,"https://www.google.com/maps/@?api=1&map_action=map&center=58.20996,-4.28007&zoom=15&basemap=satellite",0.536,1.51,1.67
523,(unnamed),Scotland,lake,33368,490.8,335,57.27279,-4.68221,https://tarns.netlify.app/?id=523,"https://www.google.com/maps/@?api=1&map_action=map&center=57.27279,-4.68221&zoom=15&basemap=satellite",0.599,2.0,3.34
524,(unnamed),Scotland,,14006,490.8,220,56.36339,-4.7626,https://tarns.netlify.app/?id=524,"https://www.google.com/maps/@?api=1&map_action=map&center=56.36339,-4.7626&zoom=15&basemap=satellite",0.616,2.13,1.4
525,(unnamed),Scotland,,5897,490.2,161,57.27318,-5.39843,https://tarns.netlify.app/?id=525,"https://www.google.com/maps/@?api=1&map_action=map&center=57.27318,-5.39843&zoom=15&basemap=satellite",0.455,1.99,0.59
526,Loch Mhic Ghille-chaoile,Scotland,,99249,489.8,692,57.10054,-3.78279,https://tarns.netlify.app/?id=526,"https://www.google.com/maps/@?api=1&map_action=map&center=57.10054,-3.78279&zoom=15&basemap=satellite",0.56,2.66,9.92
527,(unnamed),Scotland,pond,16038,489.7,333,57.22186,-4.8366,https://tarns.netlify.app/?id=527,"https://www.google.com/maps/@?api=1&map_action=map&center=57.22186,-4.8366&zoom=15&basemap=satellite",0.588,4.02,1.6
528,(unnamed),Scotland,,6749,489.6,207,56.3324,-4.82712,https://tarns.netlify.app/?id=528,"https://www.google.com/maps/@?api=1&map_action=map&center=56.3324,-4.82712&zoom=15&basemap=satellite",0.434,2.73,0.67
529,Loch a' Bhealaich,Scotland,,33960,489.1,290,57.17781,-4.71024,https://tarns.netlify.app/?id=529,"https://www.google.com/maps/@?api=1&map_action=map&center=57.17781,-4.71024&zoom=15&basemap=satellite",0.649,1.52,3.4
530,(unnamed),Scotland,pond,8363,489.1,137,56.88377,-4.1014,https://tarns.netlify.app/?id=530,"https://www.google.com/maps/@?api=1&map_action=map&center=56.88377,-4.1014&zoom=15&basemap=satellite",0.65,1.33,0.84
531,(unnamed),Scotland,lake,7574,489.0,130,57.29007,-4.6616,https://tarns.netlify.app/?id=531,"https://www.google.com/maps/@?api=1&map_action=map&center=57.29007,-4.6616&zoom=15&basemap=satellite",0.717,1.32,0.76
532,Loch Carn Tarsuinn,Scotland,,55443,488.7,517,57.25531,-4.68504,https://tarns.netlify.app/?id=532,"https://www.google.com/maps/@?api=1&map_action=map&center=57.25531,-4.68504&zoom=15&basemap=satellite",0.514,2.3,5.54
533,Llyn y Graig Wen,Wales,lake,16644,488.6,244,52.93659,-3.88172,https://tarns.netlify.app/?id=533,"https://www.google.com/maps/@?api=1&map_action=map&center=52.93659,-3.88172&zoom=15&basemap=satellite",0.718,2.46,1.66
534,Loch an Tuill Riabhaich,Scotland,lake,83824,488.6,525,57.89145,-4.68919,https://tarns.netlify.app/?id=534,"https://www.google.com/maps/@?api=1&map_action=map&center=57.89145,-4.68919&zoom=15&basemap=satellite",0.654,2.15,8.38
535,Llyn Arran,Wales,lake,8170,488.4,132,52.70781,-3.87473,https://tarns.netlify.app/?id=535,"https://www.google.com/maps/@?api=1&map_action=map&center=52.70781,-3.87473&zoom=15&basemap=satellite",0.73,1.01,0.82
536,(unnamed),Scotland,,9343,488.4,158,57.27522,-5.4075,https://tarns.netlify.app/?id=536,"https://www.google.com/maps/@?api=1&map_action=map&center=57.27522,-5.4075&zoom=15&basemap=satellite",0.667,1.77,0.93
537,(unnamed),Scotland,lake,15547,488.3,270,57.29924,-4.65225,https://tarns.netlify.app/?id=537,"https://www.google.com/maps/@?api=1&map_action=map&center=57.29924,-4.65225&zoom=15&basemap=satellite",0.529,2.28,1.55
538,(unnamed),Scotland,,7210,488.2,141,57.28134,-4.67019,https://tarns.netlify.app/?id=538,"https://www.google.com/maps/@?api=1&map_action=map&center=57.28134,-4.67019&zoom=15&basemap=satellite",0.604,1.38,0.72
539,(unnamed),Scotland,,6849,488.0,159,57.45816,-5.31659,https://tarns.netlify.app/?id=539,"https://www.google.com/maps/@?api=1&map_action=map&center=57.45816,-5.31659&zoom=15&basemap=satellite",0.825,3.03,0.68
540,Loch na Seilge,Scotland,,164447,487.8,590,58.35925,-4.78936,https://tarns.netlify.app/?id=540,"https://www.google.com/maps/@?api=1&map_action=map&center=58.35925,-4.78936&zoom=15&basemap=satellite",0.755,1.48,16.44
541,(unnamed),Scotland,,5457,487.6,154,58.11611,-4.91551,https://tarns.netlify.app/?id=541,"https://www.google.com/maps/@?api=1&map_action=map&center=58.11611,-4.91551&zoom=15&basemap=satellite",0.57,2.49,0.55
542,Loch na Ruighe Duibhe,Scotland,lake,130380,487.4,953,57.27476,-4.68494,https://tarns.netlify.app/?id=542,"https://www.google.com/maps/@?api=1&map_action=map&center=57.27476,-4.68494&zoom=15&basemap=satellite",0.387,2.54,13.04
543,(unnamed),Scotland,lake,6281,487.1,128,57.26947,-4.73445,https://tarns.netlify.app/?id=543,"https://www.google.com/maps/@?api=1&map_action=map&center=57.26947,-4.73445&zoom=15&basemap=satellite",0.722,1.6,0.63
544,(unnamed),Scotland,lake,14020,487.1,266,57.26713,-4.73394,https://tarns.netlify.app/?id=544,"https://www.google.com/maps/@?api=1&map_action=map&center=57.26713,-4.73394&zoom=15&basemap=satellite",0.579,2.89,1.4
545,(unnamed),Scotland,,5728,487.1,193,57.27026,-5.39688,https://tarns.netlify.app/?id=545,"https://www.google.com/maps/@?api=1&map_action=map&center=57.27026,-5.39688&zoom=15&basemap=satellite",0.55,3.57,0.57
546,Loch ma Stac,Scotland,,665319,486.4,1649,57.25624,-4.75031,https://tarns.netlify.app/?id=546,"https://www.google.com/maps/@?api=1&map_action=map&center=57.25624,-4.75031&zoom=15&basemap=satellite",0.618,2.4,66.53
547,(unnamed),Scotland,lake,7119,486.3,161,57.10701,-3.33513,https://tarns.netlify.app/?id=547,"https://www.google.com/maps/@?api=1&map_action=map&center=57.10701,-3.33513&zoom=15&basemap=satellite",0.589,2.14,0.71
548,(unnamed),Scotland,,10534,486.0,229,57.26801,-5.39594,https://tarns.netlify.app/?id=548,"https://www.google.com/maps/@?api=1&map_action=map&center=57.26801,-5.39594&zoom=15&basemap=satellite",0.553,2.62,1.05
549,Birkdale Tarn,England,,70015,486.0,399,54.41171,-2.23003,https://tarns.netlify.app/?id=549,"https://www.google.com/maps/@?api=1&map_action=map&center=54.41171,-2.23003&zoom=15&basemap=satellite",0.702,1.23,7.0
550,(unnamed),Wales,,5967,486.0,115,52.93863,-3.89005,https://tarns.netlify.app/?id=550,"https://www.google.com/maps/@?api=1&map_action=map&center=52.93863,-3.89005&zoom=15&basemap=satellite",0.589,1.11,0.6
551,Lochan Dearg,Scotland,,6522,485.9,124,57.5124,-5.45797,https://tarns.netlify.app/?id=551,"https://www.google.com/maps/@?api=1&map_action=map&center=57.5124,-5.45797&zoom=15&basemap=satellite",0.7,1.62,0.65
552,(unnamed),Scotland,lake,19746,485.3,282,57.25502,-4.64413,https://tarns.netlify.app/?id=552,"https://www.google.com/maps/@?api=1&map_action=map&center=57.25502,-4.64413&zoom=15&basemap=satellite",0.469,1.87,1.97
553,Lochan na Cruiche,Scotland,,6844,485.3,135,56.79268,-5.22858,https://tarns.netlify.app/?id=553,"https://www.google.com/maps/@?api=1&map_action=map&center=56.79268,-5.22858&zoom=15&basemap=satellite",0.765,2.03,0.68
554,(unnamed),Scotland,lake,6974,485.2,179,57.23983,-4.6881,https://tarns.netlify.app/?id=554,"https://www.google.com/maps/@?api=1&map_action=map&center=57.23983,-4.6881&zoom=15&basemap=satellite",0.634,2.9,0.7
555,(unnamed),Scotland,,5263,485.1,112,57.16868,-4.59862,https://tarns.netlify.app/?id=555,"https://www.google.com/maps/@?api=1&map_action=map&center=57.16868,-4.59862&zoom=15&basemap=satellite",0.728,1.7,0.53
556,(unnamed),Scotland,,8008,484.5,163,56.49839,-4.82963,https://tarns.netlify.app/?id=556,"https://www.google.com/maps/@?api=1&map_action=map&center=56.49839,-4.82963&zoom=15&basemap=satellite",0.572,1.71,0.8
557,(unnamed),Scotland,,6945,484.4,138,56.29517,-4.84882,https://tarns.netlify.app/?id=557,"https://www.google.com/maps/@?api=1&map_action=map&center=56.29517,-4.84882&zoom=15&basemap=satellite",0.684,1.32,0.69
558,(unnamed),Scotland,,5888,484.3,272,57.02209,-3.53404,https://tarns.netlify.app/?id=558,"https://www.google.com/maps/@?api=1&map_action=map&center=57.02209,-3.53404&zoom=15&basemap=satellite",0.615,7.73,0.59
559,(unnamed),Scotland,lake,21610,484.2,296,57.59485,-4.76549,https://tarns.netlify.app/?id=559,"https://www.google.com/maps/@?api=1&map_action=map&center=57.59485,-4.76549&zoom=15&basemap=satellite",0.526,2.04,2.16
560,Loch nam Meur,Scotland,lake,120467,484.1,733,57.28714,-4.67005,https://tarns.netlify.app/?id=560,"https://www.google.com/maps/@?api=1&map_action=map&center=57.28714,-4.67005&zoom=15&basemap=satellite",0.388,1.64,12.05
561,Lochan an Liath-truisg,Scotland,,12061,484.0,175,57.24258,-5.53106,https://tarns.netlify.app/?id=561,"https://www.google.com/maps/@?api=1&map_action=map&center=57.24258,-5.53106&zoom=15&basemap=satellite",0.645,1.61,1.21
562,(unnamed),Scotland,,5162,483.7,174,57.27995,-5.3899,https://tarns.netlify.app/?id=562,"https://www.google.com/maps/@?api=1&map_action=map&center=57.27995,-5.3899&zoom=15&basemap=satellite",0.701,4.1,0.52
563,Blea Water,England,,172990,483.2,562,54.48908,-2.85266,https://tarns.netlify.app/?id=563,"https://www.google.com/maps/@?api=1&map_action=map&center=54.48908,-2.85266&zoom=15&basemap=satellite",0.741,1.14,17.3
564,Loch Builg,Scotland,,303223,483.2,1241,57.11509,-3.34404,https://tarns.netlify.app/?id=564,"https://www.google.com/maps/@?api=1&map_action=map&center=57.11509,-3.34404&zoom=15&basemap=satellite",0.655,3.27,30.32
565,Lochan Oir,Scotland,lake,12305,483.1,198,57.10937,-3.33784,https://tarns.netlify.app/?id=565,"https://www.google.com/maps/@?api=1&map_action=map&center=57.10937,-3.33784&zoom=15&basemap=satellite",0.628,1.81,1.23
566,Loch nam Breac Dearga,Scotland,,241198,483.1,1214,57.26596,-4.5679,https://tarns.netlify.app/?id=566,"https://www.google.com/maps/@?api=1&map_action=map&center=57.26596,-4.5679&zoom=15&basemap=satellite",0.653,3.86,24.12
567,Lochan na Bearta,Scotland,,151850,482.5,731,57.76738,-5.36744,https://tarns.netlify.app/?id=567,"https://www.google.com/maps/@?api=1&map_action=map&center=57.76738,-5.36744&zoom=15&basemap=satellite",0.522,1.7,15.18
568,Lochan Man na Ceire,Scotland,,19934,482.3,304,56.65083,-5.73342,https://tarns.netlify.app/?id=568,"https://www.google.com/maps/@?api=1&map_action=map&center=56.65083,-5.73342&zoom=15&basemap=satellite",0.449,2.03,1.99
569,(unnamed),Scotland,,5397,482.3,118,56.36082,-4.7605,https://tarns.netlify.app/?id=569,"https://www.google.com/maps/@?api=1&map_action=map&center=56.36082,-4.7605&zoom=15&basemap=satellite",0.7,1.8,0.54
570,(unnamed),Scotland,pond,44746,482.3,418,56.75401,-4.79418,https://tarns.netlify.app/?id=570,"https://www.google.com/maps/@?api=1&map_action=map&center=56.75401,-4.79418&zoom=15&basemap=satellite",0.571,2.08,4.47
571,(unnamed),Scotland,,19095,482.2,292,57.27876,-5.40599,https://tarns.netlify.app/?id=571,"https://www.google.com/maps/@?api=1&map_action=map&center=57.27876,-5.40599&zoom=15&basemap=satellite",0.446,1.63,1.91
572,(unnamed),Scotland,,6219,481.9,132,56.46385,-5.05135,https://tarns.netlify.app/?id=572,"https://www.google.com/maps/@?api=1&map_action=map&center=56.46385,-5.05135&zoom=15&basemap=satellite",0.639,1.5,0.62
573,Blackbeck Tarn,England,,9132,481.8,176,54.5042,-3.234,https://tarns.netlify.app/?id=573,"https://www.google.com/maps/@?api=1&map_action=map&center=54.5042,-3.234&zoom=15&basemap=satellite",0.649,2.12,0.91
574,Lochan na Doire-uaine,Scotland,,53731,481.8,753,56.94645,-4.32957,https://tarns.netlify.app/?id=574,"https://www.google.com/maps/@?api=1&map_action=map&center=56.94645,-4.32957&zoom=15&basemap=satellite",0.419,4.42,5.37
575,Lochan Learg nan Lunn,Scotland,,17831,481.6,271,56.51359,-4.52142,https://tarns.netlify.app/?id=575,"https://www.google.com/maps/@?api=1&map_action=map&center=56.51359,-4.52142&zoom=15&basemap=satellite",0.534,1.88,1.78
576,(unnamed),Scotland,,120899,481.6,715,58.1473,-5.03791,https://tarns.netlify.app/?id=576,"https://www.google.com/maps/@?api=1&map_action=map&center=58.1473,-5.03791&zoom=15&basemap=satellite",0.625,2.43,12.09
577,Loch nan Eun,Scotland,,297856,481.3,1072,57.28261,-5.40003,https://tarns.netlify.app/?id=577,"https://www.google.com/maps/@?api=1&map_action=map&center=57.28261,-5.40003&zoom=15&basemap=satellite",0.376,1.14,29.79
578,Loch nam Breao Mȯra,Scotland,,58957,481.1,324,58.20507,-4.85799,https://tarns.netlify.app/?id=578,"https://www.google.com/maps/@?api=1&map_action=map&center=58.20507,-4.85799&zoom=15&basemap=satellite",0.762,1.15,5.9
579,(unnamed),Scotland,,6919,481.0,178,57.27879,-5.40194,https://tarns.netlify.app/?id=579,"https://www.google.com/maps/@?api=1&map_action=map&center=57.27879,-5.40194&zoom=15&basemap=satellite",0.477,2.12,0.69
580,(unnamed),Scotland,,7559,481.0,155,58.24141,-4.94141,https://tarns.netlify.app/?id=580,"https://www.google.com/maps/@?api=1&map_action=map&center=58.24141,-4.94141&zoom=15&basemap=satellite",0.551,1.32,0.76
581,(unnamed),Scotland,,7828,480.5,135,57.66367,-4.81105,https://tarns.netlify.app/?id=581,"https://www.google.com/maps/@?api=1&map_action=map&center=57.66367,-4.81105&zoom=15&basemap=satellite",0.617,1.4,0.78
582,Loch Bealach nah Oidhche,Scotland,,16249,480.5,219,57.16437,-5.58848,https://tarns.netlify.app/?id=582,"https://www.google.com/maps/@?api=1&map_action=map&center=57.16437,-5.58848&zoom=15&basemap=satellite",0.863,2.41,1.62
583,(unnamed),Scotland,,29730,480.3,263,56.56557,-3.95113,https://tarns.netlify.app/?id=583,"https://www.google.com/maps/@?api=1&map_action=map&center=56.56557,-3.95113&zoom=15&basemap=satellite",0.682,1.58,2.97
584,Loch na Faoileige,Scotland,,19828,480.2,233,57.26164,-4.61647,https://tarns.netlify.app/?id=584,"https://www.google.com/maps/@?api=1&map_action=map&center=57.26164,-4.61647&zoom=15&basemap=satellite",0.516,1.41,1.98
585,(unnamed),Scotland,lake,49158,480.0,395,58.29569,-4.71336,https://tarns.netlify.app/?id=585,"https://www.google.com/maps/@?api=1&map_action=map&center=58.29569,-4.71336&zoom=15&basemap=satellite",0.679,2.14,4.92
586,Lochan an Ruighe Dhuibh,Scotland,,78696,479.8,536,57.24854,-4.68444,https://tarns.netlify.app/?id=586,"https://www.google.com/maps/@?api=1&map_action=map&center=57.24854,-4.68444&zoom=15&basemap=satellite",0.487,1.03,7.87
587,(unnamed),Wales,,29108,479.6,483,52.21714,-3.79813,https://tarns.netlify.app/?id=587,"https://www.google.com/maps/@?api=1&map_action=map&center=52.21714,-3.79813&zoom=15&basemap=satellite",0.758,6.06,2.91
588,Loch nam Meur,Scotland,lake,233810,479.5,967,57.26996,-4.6683,https://tarns.netlify.app/?id=588,"https://www.google.com/maps/@?api=1&map_action=map&center=57.26996,-4.6683&zoom=15&basemap=satellite",0.462,1.02,23.38
589,(unnamed),Scotland,pond,11750,479.3,249,58.15132,-4.87427,https://tarns.netlify.app/?id=589,"https://www.google.com/maps/@?api=1&map_action=map&center=58.15132,-4.87427&zoom=15&basemap=satellite",0.384,2.03,1.18
590,(unnamed),Scotland,,10587,479.3,155,56.72208,-5.4787,https://tarns.netlify.app/?id=590,"https://www.google.com/maps/@?api=1&map_action=map&center=56.72208,-5.4787&zoom=15&basemap=satellite",0.712,1.35,1.06
591,Lochan Cruachan,Scotland,,8767,479.0,166,56.23107,-4.66034,https://tarns.netlify.app/?id=591,"https://www.google.com/maps/@?api=1&map_action=map&center=56.23107,-4.66034&zoom=15&basemap=satellite",0.71,2.23,0.88
592,(unnamed),Scotland,,8179,478.6,151,57.25725,-4.61717,https://tarns.netlify.app/?id=592,"https://www.google.com/maps/@?api=1&map_action=map&center=57.25725,-4.61717&zoom=15&basemap=satellite",0.644,1.8,0.82
593,Loch an Duin,Scotland,,360983,478.6,1797,56.89246,-4.09838,https://tarns.netlify.app/?id=593,"https://www.google.com/maps/@?api=1&map_action=map&center=56.89246,-4.09838&zoom=15&basemap=satellite",0.644,5.71,36.1
594,(unnamed),Scotland,,7494,478.2,174,57.80496,-5.13267,https://tarns.netlify.app/?id=594,"https://www.google.com/maps/@?api=1&map_action=map&center=57.80496,-5.13267&zoom=15&basemap=satellite",0.698,2.81,0.75
595,(unnamed),Wales,,8681,478.2,311,53.00377,-3.90197,https://tarns.netlify.app/?id=595,"https://www.google.com/maps/@?api=1&map_action=map&center=53.00377,-3.90197&zoom=15&basemap=satellite",0.276,3.07,0.87
596,(unnamed),Wales,,12316,478.2,258,53.00304,-3.8979,https://tarns.netlify.app/?id=596,"https://www.google.com/maps/@?api=1&map_action=map&center=53.00304,-3.8979&zoom=15&basemap=satellite",0.48,2.51,1.23
597,Loch Maragan,Scotland,,74381,477.6,531,56.41602,-4.59128,https://tarns.netlify.app/?id=597,"https://www.google.com/maps/@?api=1&map_action=map&center=56.41602,-4.59128&zoom=15&basemap=satellite",0.47,1.29,7.44
598,(unnamed),Scotland,lake,6198,477.5,114,57.24365,-4.68304,https://tarns.netlify.app/?id=598,"https://www.google.com/maps/@?api=1&map_action=map&center=57.24365,-4.68304&zoom=15&basemap=satellite",0.699,1.37,0.62
599,Blea Tarn,England,,77148,477.5,525,54.51713,-3.09613,https://tarns.netlify.app/?id=599,"https://www.google.com/maps/@?api=1&map_action=map&center=54.51713,-3.09613&zoom=15&basemap=satellite",0.619,2.14,7.71
600,Lochan Coire Chaolais Bhig,Scotland,,9901,476.5,205,57.08512,-5.4662,https://tarns.netlify.app/?id=600,"https://www.google.com/maps/@?api=1&map_action=map&center=57.08512,-5.4662&zoom=15&basemap=satellite",0.516,2.18,0.99
601,(unnamed),Scotland,lake,6816,476.0,163,57.2466,-4.6791,https://tarns.netlify.app/?id=601,"https://www.google.com/maps/@?api=1&map_action=map&center=57.2466,-4.6791&zoom=15&basemap=satellite",0.761,2.91,0.68
602,Dow Loch,Scotland,,5241,475.7,195,55.09731,-4.4188,https://tarns.netlify.app/?id=602,"https://www.google.com/maps/@?api=1&map_action=map&center=55.09731,-4.4188&zoom=15&basemap=satellite",0.584,4.25,0.52
603,Glaslyn,Wales,lake,201819,475.5,678,52.53172,-3.73197,https://tarns.netlify.app/?id=603,"https://www.google.com/maps/@?api=1&map_action=map&center=52.53172,-3.73197&zoom=15&basemap=satellite",0.746,1.7,20.18
604,(unnamed),Wales,,6056,475.4,150,52.22288,-3.81417,https://tarns.netlify.app/?id=604,"https://www.google.com/maps/@?api=1&map_action=map&center=52.22288,-3.81417&zoom=15&basemap=satellite",0.6,2.21,0.61
605,Loch nan Faoileag,Scotland,,15804,475.2,191,57.13851,-4.7986,https://tarns.netlify.app/?id=605,"https://www.google.com/maps/@?api=1&map_action=map&center=57.13851,-4.7986&zoom=15&basemap=satellite",0.753,1.37,1.58
606,(unnamed),Scotland,,16490,474.8,199,57.40427,-5.37019,https://tarns.netlify.app/?id=606,"https://www.google.com/maps/@?api=1&map_action=map&center=57.40427,-5.37019&zoom=15&basemap=satellite",0.709,1.67,1.65
607,(unnamed),Scotland,,6840,474.6,145,57.10402,-4.96631,https://tarns.netlify.app/?id=607,"https://www.google.com/maps/@?api=1&map_action=map&center=57.10402,-4.96631&zoom=15&basemap=satellite",0.557,1.68,0.68
608,(unnamed),Scotland,,6476,474.4,185,57.40303,-5.37295,https://tarns.netlify.app/?id=608,"https://www.google.com/maps/@?api=1&map_action=map&center=57.40303,-5.37295&zoom=15&basemap=satellite",0.635,3.36,0.65
609,(unnamed),Scotland,,10566,473.8,172,57.25731,-4.61442,https://tarns.netlify.app/?id=609,"https://www.google.com/maps/@?api=1&map_action=map&center=57.25731,-4.61442&zoom=15&basemap=satellite",0.673,1.71,1.06
610,(unnamed),Scotland,lake,9804,473.8,154,58.20171,-4.95614,https://tarns.netlify.app/?id=610,"https://www.google.com/maps/@?api=1&map_action=map&center=58.20171,-4.95614&zoom=15&basemap=satellite",0.674,1.24,0.98
611,Angle Tarn,England,,56998,473.1,420,54.52109,-2.90205,https://tarns.netlify.app/?id=611,"https://www.google.com/maps/@?api=1&map_action=map&center=54.52109,-2.90205&zoom=15&basemap=satellite",0.575,1.01,5.7
612,Llyn Cau,Wales,lake,135295,473.1,599,52.69352,-3.90251,https://tarns.netlify.app/?id=612,"https://www.google.com/maps/@?api=1&map_action=map&center=52.69352,-3.90251&zoom=15&basemap=satellite",0.752,1.75,13.53
613,(unnamed),Scotland,lake,5284,473.0,117,57.25378,-4.62962,https://tarns.netlify.app/?id=613,"https://www.google.com/maps/@?api=1&map_action=map&center=57.25378,-4.62962&zoom=15&basemap=satellite",0.642,1.5,0.53
614,(unnamed),Scotland,,28586,472.7,316,58.15055,-5.0291,https://tarns.netlify.app/?id=614,"https://www.google.com/maps/@?api=1&map_action=map&center=58.15055,-5.0291&zoom=15&basemap=satellite",0.57,1.99,2.86
615,Bowscale Tarn,England,,26947,472.6,247,54.67273,-3.03022,https://tarns.netlify.app/?id=615,"https://www.google.com/maps/@?api=1&map_action=map&center=54.67273,-3.03022&zoom=15&basemap=satellite",0.744,1.55,2.69
616,(unnamed),Scotland,lake,13673,472.5,187,57.29418,-4.66169,https://tarns.netlify.app/?id=616,"https://www.google.com/maps/@?api=1&map_action=map&center=57.29418,-4.66169&zoom=15&basemap=satellite",0.546,1.01,1.37
617,(unnamed),Scotland,lake,55602,472.2,329,58.2988,-4.7075,https://tarns.netlify.app/?id=617,"https://www.google.com/maps/@?api=1&map_action=map&center=58.2988,-4.7075&zoom=15&basemap=satellite",0.763,1.06,5.56
618,Collierhill Dam,England,,12453,472.1,162,54.77413,-2.26498,https://tarns.netlify.app/?id=618,"https://www.google.com/maps/@?api=1&map_action=map&center=54.77413,-2.26498&zoom=15&basemap=satellite",0.707,1.3,1.25
619,(unnamed),Scotland,,8809,471.8,163,56.47212,-3.76135,https://tarns.netlify.app/?id=619,"https://www.google.com/maps/@?api=1&map_action=map&center=56.47212,-3.76135&zoom=15&basemap=satellite",0.6,1.12,0.88
620,Lochan a' Mhill Bhig,Scotland,,36190,471.3,382,56.27816,-4.86877,https://tarns.netlify.app/?id=620,"https://www.google.com/maps/@?api=1&map_action=map&center=56.27816,-4.86877&zoom=15&basemap=satellite",0.638,2.43,3.62
621,Pwll Pen-ffordd-goch,Wales,lake,14249,471.1,292,51.7915,-3.0814,https://tarns.netlify.app/?id=621,"https://www.google.com/maps/@?api=1&map_action=map&center=51.7915,-3.0814&zoom=15&basemap=satellite",0.56,3.34,1.42
622,Stickle Tarn,England,pond,85940,471.0,421,54.45944,-3.10108,https://tarns.netlify.app/?id=622,"https://www.google.com/maps/@?api=1&map_action=map&center=54.45944,-3.10108&zoom=15&basemap=satellite",0.728,1.33,8.59
623,(unnamed),Scotland,,8639,469.1,173,56.98084,-4.9281,https://tarns.netlify.app/?id=623,"https://www.google.com/maps/@?api=1&map_action=map&center=56.98084,-4.9281&zoom=15&basemap=satellite",0.512,1.69,0.86
624,(unnamed),Scotland,,6392,469.0,228,56.87005,-3.92538,https://tarns.netlify.app/?id=624,"https://www.google.com/maps/@?api=1&map_action=map&center=56.87005,-3.92538&zoom=15&basemap=satellite",0.29,2.26,0.64
625,(unnamed),Scotland,,6002,468.9,163,57.23287,-5.55323,https://tarns.netlify.app/?id=625,"https://www.google.com/maps/@?api=1&map_action=map&center=57.23287,-5.55323&zoom=15&basemap=satellite",0.572,2.49,0.6
626,(unnamed),Scotland,,13315,468.2,187,58.24338,-4.94552,https://tarns.netlify.app/?id=626,"https://www.google.com/maps/@?api=1&map_action=map&center=58.24338,-4.94552&zoom=15&basemap=satellite",0.587,1.14,1.33
627,Lochain Meallan a' Chuail,Scotland,lake,110121,468.1,684,58.22275,-4.81163,https://tarns.netlify.app/?id=627,"https://www.google.com/maps/@?api=1&map_action=map&center=58.22275,-4.81163&zoom=15&basemap=satellite",0.567,2.41,11.01
628,Lochan Uaine,Scotland,lake,29434,467.7,264,56.45442,-3.97211,https://tarns.netlify.app/?id=628,"https://www.google.com/maps/@?api=1&map_action=map&center=56.45442,-3.97211&zoom=15&basemap=satellite",0.658,1.04,2.94
629,Loch nan Eang,Scotland,lake,8888,467.7,148,57.97055,-6.82919,https://tarns.netlify.app/?id=629,"https://www.google.com/maps/@?api=1&map_action=map&center=57.97055,-6.82919&zoom=15&basemap=satellite",0.672,1.58,0.89
630,Llyn Bach Gamallt,Wales,,27558,467.5,308,52.98256,-3.86837,https://tarns.netlify.app/?id=630,"https://www.google.com/maps/@?api=1&map_action=map&center=52.98256,-3.86837&zoom=15&basemap=satellite",0.664,2.24,2.76
631,(unnamed),Scotland,,18363,467.5,260,57.80167,-5.13578,https://tarns.netlify.app/?id=631,"https://www.google.com/maps/@?api=1&map_action=map&center=57.80167,-5.13578&zoom=15&basemap=satellite",0.625,2.11,1.84
632,Loch na Craoibhe-caoruinn,Scotland,,13270,467.3,222,57.27495,-5.47445,https://tarns.netlify.app/?id=632,"https://www.google.com/maps/@?api=1&map_action=map&center=57.27495,-5.47445&zoom=15&basemap=satellite",0.401,1.46,1.33
633,(unnamed),Scotland,,6878,467.2,176,57.429,-5.32642,https://tarns.netlify.app/?id=633,"https://www.google.com/maps/@?api=1&map_action=map&center=57.429,-5.32642&zoom=15&basemap=satellite",0.719,3.11,0.69
634,Llyn Mawr Gamallt,Wales,,103064,467.0,712,52.98025,-3.86597,https://tarns.netlify.app/?id=634,"https://www.google.com/maps/@?api=1&map_action=map&center=52.98025,-3.86597&zoom=15&basemap=satellite",0.591,2.85,10.31
635,Codale Tarn,England,,14105,467.0,215,54.46979,-3.08654,https://tarns.netlify.app/?id=635,"https://www.google.com/maps/@?api=1&map_action=map&center=54.46979,-3.08654&zoom=15&basemap=satellite",0.687,2.25,1.41
636,Burnhead Dam,England,,11615,466.3,170,54.80643,-2.09353,https://tarns.netlify.app/?id=636,"https://www.google.com/maps/@?api=1&map_action=map&center=54.80643,-2.09353&zoom=15&basemap=satellite",0.571,1.42,1.16
637,Loch Carn Tarsuinn Beag,Scotland,lake,21958,466.1,256,57.24273,-4.6781,https://tarns.netlify.app/?id=637,"https://www.google.com/maps/@?api=1&map_action=map&center=57.24273,-4.6781&zoom=15&basemap=satellite",0.474,1.41,2.2
